,Unnamed: 0,random,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,material.variable,material,variable,response,bh_neg_ans1,bh_neg_ans2,bh_neg_ans3,bh_neg_ans4,bh_neg_ans5,bh_neg_ans6,bh_neg_ans7,bh_neg_ans8,other,bh_pos_ans1,bh_pos_ans2,bh_pos_ans3,bh_pos_ans4,bh_pos_ans5,neg,pos,neither,goal_object,non_goal_object,controllable,uncontrollable,neither_control
80,1131,0.9704116979999999-->0.37526886200000004,5f5bc5759496f436357a054c,5f0879b5fc8e5a083c495393,APPROVED,47:24.4,00:25.6,781.164,19,59:09.3,40D80FA4,United Kingdom,Male,55,"Sep 11, 2020 2:47:26 pm","Sep 11, 2020 3:00:22 pm",Complete,0,0,0,English,0,1599850046_5f5bc63ecc2586.77659912,negative,present,5f0879b5fc8e5a083c495393,bill_holiday.response,bill_holiday,response,"On the return trip home from his terrible holiday, he meets a nice lady, they talk and decide to meet-up for a drink sometime",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
81,1156,0.097579316-->0.493891188,5f5cee8e47e6d8505762f70f,5e176ae1096a5e065c70a28b,APPROVED,51:44.5,58:52.1,427.587,21,09:36.4,3833C7F5,United Kingdom,Female,10,"Sep 12, 2020 11:51:52 am","Sep 12, 2020 11:58:49 am",Complete,0,0,0,English,0,1599925912_5f5cee988b2663.03293242,negative,absent,5e176ae1096a5e065c70a28b,bill_holiday.response,bill_holiday,response,one of the wedding party had the luggage the whole time,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
82,1267,0.6636461810000001-->0.292291034,5f5b653adef27f28b95b1e3f,5dc416f7f7bfb12dbfd7c1e6,APPROVED,55:23.7,08:03.3,759.64,43,15:19.2,4DE9B385,United Kingdom,Male,16,"Sep 11, 2020 7:55:26 am","Sep 11, 2020 8:08:00 am",Complete,0,0,0,English,0,1599825325_5f5b65adf2a8e7.47956158,positive,present,5dc416f7f7bfb12dbfd7c1e6,bill_holiday.response,bill_holiday,response,His passport has gone missing.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
83,1235,0.48585389700000003-->0.49978681700000005,5f5b8f123ce5862eaf254afe,5f440cbd4463740faa78d767,APPROVED,53:33.1,06:18.1,765.029,42,41:04.9,510FA8B2,United Kingdom,Male,39,"Sep 11, 2020 10:53:36 am","Sep 11, 2020 11:06:16 am",Complete,0,0,0,English,0,1599836016_5f5b8f704f7af4.00547853,positive,absent,5f440cbd4463740faa78d767,bill_holiday.response,bill_holiday,response,His luggage turns up at the hotel.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
84,1194,0.0064832530000000005-->0.6173553420000001,5f5cf0dd477f96507297cf9b,5cfa1a744ccbd50001535ef2,APPROVED,01:33.3,24:34.8,1381.499,50,10:55.3,3833C7F5,United Kingdom,Female,55,"Sep 12, 2020 12:04:47 pm","Sep 12, 2020 12:24:31 pm",Complete,0,0,0,English,0,1599926687_5f5cf19fd80356.34987923,negative,absent,5cfa1a744ccbd50001535ef2,bill_holiday.response,bill_holiday,response,The airport contact him to tell him his luggage has been found and offer him compensation which means he can extend his holiday.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
85,1171,0.20942907300000002-->0.252726204,5f5cefc673b82750a763b452,5f1055d8feea71011f2e5777,APPROVED,56:58.8,20:39.3,1420.533,52,10:07.1,3833C7F5,United Kingdom,Male,23,"Sep 12, 2020 11:57:01 am","Sep 12, 2020 12:20:35 pm",Complete,0,0,0,English,0,1599926221_5f5cefcdb9dc43.92597980,negative,absent,5f1055d8feea71011f2e5777,bill_holiday.response,bill_holiday,response,His luggage is eventually found and Bill is offered a generous compensation payment by the airline responsible for the loss of his luggage.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
86,1192,0.053633464000000006-->0.549326739,5f5cf0c76a1f025189b58a99,5ea33c4876aac42ade7bee42,APPROVED,01:13.7,09:47.8,514.147,39,10:51.1,3833C7F5,United Kingdom,Male,45,"Sep 12, 2020 12:01:15 pm","Sep 12, 2020 12:09:46 pm",Complete,0,0,0,English,0,1599926475_5f5cf0cb7bfa08.86950173,negative,absent,5ea33c4876aac42ade7bee42,bill_holiday.response,bill_holiday,response,The plane crashes on the return journey.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
87,1097,0.147312482-->0.131056483,5f5bc29061200835226b4985,5f47d4ac5db4230d1d4a41b2,APPROVED,31:47.8,45:39.7,831.847,38,58:00.4,40D80FA4,United Kingdom,Male,4,"Sep 11, 2020 2:31:51 pm","Sep 11, 2020 2:45:37 pm",Complete,0,0,0,English,0,1599849111_5f5bc2978a4c36.08165653,negative,present,5f47d4ac5db4230d1d4a41b2,bill_holiday.response,bill_holiday,response,Bill is suspected of spying and is held by the authorities.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
88,1277,0.235100675-->0.5367617170000001,5f5b65a447e6d8290e0ec103,5edede6f7863ed18db5830b1,APPROVED,55:19.2,01:20.5,361.26,20,15:40.6,4DE9B385,United Kingdom,Male,17,"Sep 11, 2020 7:55:22 am","Sep 11, 2020 8:01:18 am",Complete,0,0,0,English,0,1599825321_5f5b65a9ec55e6.11300086,positive,present,5edede6f7863ed18db5830b1,bill_holiday.response,bill_holiday,response,Flight got cancelled ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
89,1249,0.18333428100000002-->0.365760831,5f5b8fc41989292dc096359d,5c9034a2eedbd9001573ca14,APPROVED,55:54.4,12:31.4,997.008,56,41:30.5,510FA8B2,United Kingdom,Male,56,"Sep 11, 2020 10:55:58 am","Sep 11, 2020 11:12:26 am",Complete,0,0,0,English,0,1599836158_5f5b8ffe86be56.33689160,positive,absent,5c9034a2eedbd9001573ca14,bill_holiday.response,bill_holiday,response,coronavirus restrictions are placed on travellers and he has to self iscolate for 14 days,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
90,1296,0.600471973-->0.6806660720000001,5f5b66b58e2b6628fa8b6ae3,5f06f38a859dcb278b6e92f7,APPROVED,59:57.8,08:04.3,486.508,18,16:38.1,4DE9B385,United Kingdom,Male,38,"Sep 11, 2020 8:00:00 am","Sep 11, 2020 8:08:01 am",Complete,0,0,0,English,0,1599825600_5f5b66c0c4dac5.13410184,positive,present,5f06f38a859dcb278b6e92f7,bill_holiday.response,bill_holiday,response,He forgets something important on the travel home.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
91,1201,0.7592547040000001-->0.268859522,5f5d2b5d52e4275680669a25,5f483cffdd72112f1e5ef612,APPROVED,11:30.3,30:08.2,1117.876,24,37:28.7,3833C7F5,United States,Female,59,"Sep 12, 2020 4:11:31 pm","Sep 12, 2020 4:30:05 pm",Complete,0,0,0,English,0,1599941491_5f5d2b73b86f70.59000072,negative,absent,5f483cffdd72112f1e5ef612,bill_holiday.response,bill_holiday,response,"When Bill finally returns home from his terrible vacation, he learns that his wife purposefully misplaced his luggage just to make him angry after he irritated her the previous week.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
92,1302,0.872890653-->0.740885828,5f5b66ea4aea45293aa546ea,59317a9fe7866d00016187e7,APPROVED,00:49.1,13:00.1,730.977,30,16:49.9,4DE9B385,United Kingdom,Female,41,"Sep 11, 2020 8:00:51 am","Sep 11, 2020 8:12:48 am",Complete,0,0,0,English,0,1599825651_5f5b66f3a0de49.45815472,positive,present,59317a9fe7866d00016187e7,bill_holiday.response,bill_holiday,response,he had the wrong luggage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
93,1282,0.5884892279999999-->0.20188983100000002,5f5b65e7c81d362906737c73,5e9397d303807b2006e77d5a,APPROVED,56:26.7,02:43.3,376.612,41,16:07.9,4DE9B385,United Kingdom,Female,23,"Sep 11, 2020 7:56:28 am","Sep 11, 2020 8:02:41 am",Complete,0,0,0,English,0,1599825388_5f5b65ec122a80.83598406,positive,present,5e9397d303807b2006e77d5a,bill_holiday.response,bill_holiday,response,He loses his passport,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
94,1106,0.053645192-->0.28150240600000004,5f5bc372c6768e3802055315,5f258c2c43c6770008f8abd2,APPROVED,39:30.4,47:53.4,503.046,35,58:18.7,40D80FA4,Ireland,Female,20,"Sep 11, 2020 2:39:32 pm","Sep 11, 2020 2:47:51 pm",Complete,0,0,0,English,0,1599849572_5f5bc464b6a866.65948808,negative,present,5f258c2c43c6770008f8abd2,bill_holiday.response,bill_holiday,response,He started to enjoy himself,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
95,1244,0.456359914-->0.702168421,5f5b8f8b67e28b2e7a9194e2,5b588565115d17000113f81e,APPROVED,54:11.8,07:37.3,805.546,24,41:20.7,510FA8B2,United Kingdom,Female,41,"Sep 11, 2020 10:54:15 am","Sep 11, 2020 11:07:35 am",Complete,0,0,0,English,0,1599836055_5f5b8f972d9761.01259450,positive,absent,5b588565115d17000113f81e,bill_holiday.response,bill_holiday,response,He can't fly out of the country back home because he doesn't have his passport since his luggage is lost so he's stuck until he can get a new passport or find the lost luggage with his old one in. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
96,1230,0.90050877-->0.658179871,5f5b8eca6c83442de4a1f96f,5e5e882ba3b41303aee46e90,APPROVED,50:56.0,25:33.1,2077.147,24,40:55.1,510FA8B2,United Kingdom,Female,30,"Sep 11, 2020 10:51:00 am","Sep 11, 2020 11:25:28 am",Complete,0,0,0,English,0,1599835860_5f5b8ed430fc99.96928355,positive,absent,5e5e882ba3b41303aee46e90,bill_holiday.response,bill_holiday,response,He cannot come home because his passport is lost in his suitcase. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
97,1215,0.633341857-->0.31461596199999997,5f5b8e17b4ff950c45d4965b,5f062682437e3d15508d5341,APPROVED,48:10.3,13:07.4,1497.049,65,40:23.9,510FA8B2,United Kingdom,Male,15,"Sep 11, 2020 10:48:13 am","Sep 11, 2020 11:13:03 am",Complete,0,0,0,English,0,1599835693_5f5b8e2d7a9876.23815515,positive,absent,5f062682437e3d15508d5341,bill_holiday.response,bill_holiday,response,His luggage was found after he returned from holiday. ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
98,1138,0.111302594-->0.882124971,5f5bc5ebe2534b35c9a08b22,5f4a5983a08b215d74d2cd99,APPROVED,46:03.6,00:05.3,841.706,25,59:23.1,40D80FA4,United Kingdom,Male,47,"Sep 11, 2020 2:46:32 pm","Sep 11, 2020 3:00:01 pm",Complete,0,0,0,English,0,1599849992_5f5bc60832ff99.36860588,negative,present,5f4a5983a08b215d74d2cd99,bill_holiday.response,bill_holiday,response,"He returns home to find out he has been fired for not actually booking a holiday, he just left without saying anything.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
99,1102,0.509563013-->0.549840954,5f5bc310f7a8c7368446ae73,56d1f9597bbc32000589a58d,APPROVED,33:56.7,41:37.7,461.036,57,58:10.8,40D80FA4,United Kingdom,Female,8,"Sep 11, 2020 2:33:58 pm","Sep 11, 2020 2:41:36 pm",Complete,0,0,0,English,0,1599849238_5f5bc316ca4fc5.78672144,negative,present,56d1f9597bbc32000589a58d,bill_holiday.response,bill_holiday,response,He got a tummy upset and felt poorly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
100,1119,0.950734237-->0.620296131,5f5bc49c8bceaa35760701cf,5ea858d3147cf42814e07612,APPROVED,40:39.2,48:27.3,468.11,20,58:44.3,40D80FA4,United States,Male,26,"Sep 11, 2020 2:40:41 pm","Sep 11, 2020 2:48:25 pm",Complete,0,0,0,English,0,1599849641_5f5bc4a9607516.67899907,negative,present,5ea858d3147cf42814e07612,bill_holiday.response,bill_holiday,response,He lost his passport.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
101,1140,0.8066579079999999-->0.990164277,5f5bc5f1def27f3626252a35,5c924468a5c1db00144f7fcb,APPROVED,46:11.4,56:52.5,641.037,35,59:27.6,40D80FA4,United Kingdom,Male,46,"Sep 11, 2020 2:46:12 pm","Sep 11, 2020 2:56:50 pm",Complete,0,0,0,English,0,1599849972_5f5bc5f4c5dc16.59408085,negative,present,5c924468a5c1db00144f7fcb,bill_holiday.response,bill_holiday,response,he died,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
102,1203,0.945815312-->0.43772264899999996,5f5b8c4646d1422d8914c71f,5ee0f94d12ce930c1ab1d574,APPROVED,40:09.2,47:04.2,415.029,31,40:00.8,510FA8B2,Ireland,Female,4,"Sep 11, 2020 10:40:11 am","Sep 11, 2020 10:47:02 am",Complete,0,0,0,English,0,1599835211_5f5b8c4b0853e1.69449016,positive,absent,5ee0f94d12ce930c1ab1d574,bill_holiday.response,bill_holiday,response,his luggage is eventually found ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
103,1270,0.081311109-->0.227317094,5f5b653e3341c22960163912,5c0c24711b80df00017827ea,APPROVED,54:06.8,03:20.5,553.792,32,15:25.7,4DE9B385,United Kingdom,Female,13,"Sep 11, 2020 7:54:10 am","Sep 11, 2020 8:03:14 am",Complete,0,0,0,English,0,1599825250_5f5b6562011e46.73435543,positive,present,5c0c24711b80df00017827ea,bill_holiday.response,bill_holiday,response,Customs find 5kg of cocaine up his butt on his way home,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
104,1226,0.299515887-->0.84480237,5f5b8eb116b98d0cd6fb656a,5ce98960b8a8130019d684dd,APPROVED,50:28.7,05:01.7,872.932,26,40:45.9,510FA8B2,United Kingdom,Female,22,"Sep 11, 2020 10:50:31 am","Sep 11, 2020 11:04:58 am",Complete,0,0,0,English,0,1599835830_5f5b8eb6e86741.51859962,positive,absent,5ce98960b8a8130019d684dd,bill_holiday.response,bill_holiday,response,Bill is reunited with his luggage on the last day of his holiday.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
105,1105,0.53475391-->0.9543753629999999,5f5bc37146d14235cf6b0999,5f49396f5324cf32b7bee64b,APPROVED,35:44.5,52:37.9,1013.319,27,58:16.9,40D80FA4,Ireland,Male,12,"Sep 11, 2020 2:35:47 pm","Sep 11, 2020 2:52:35 pm",Complete,0,0,0,English,0,1599849347_5f5bc383092900.60818315,negative,present,5f49396f5324cf32b7bee64b,bill_holiday.response,bill_holiday,response,"Bill returns home to find that he has won the lottery, and buys a fancy villa at the holiday destination he had just visited to celebrate.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
106,1257,0.617503551-->0.372684854,5f5ba4dd2f9ff7315ae36298,5f43c9fbe038cc0b2deb75d8,APPROVED,28:02.9,40:33.6,750.654,47,22:34.3,510FA8B2,United Kingdom,Female,62,"Sep 11, 2020 12:28:05 pm","Sep 11, 2020 12:40:29 pm",Complete,0,0,0,English,0,1599841685_5f5ba5953ffce1.48480670,positive,absent,5f43c9fbe038cc0b2deb75d8,bill_holiday.response,bill_holiday,response,He loses his luggage and passport,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
107,1101,0.022201963999999998-->0.8879117540000001,5f5bc2e228e7913657a6f586,57719c19b425c40001433b1f,APPROVED,33:12.6,54:12.6,1259.944,24,58:08.7,40D80FA4,United Kingdom,Female,7,"Sep 11, 2020 2:33:16 pm","Sep 11, 2020 2:54:08 pm",Complete,0,0,0,English,0,1599849196_5f5bc2eca81b85.66670942,negative,present,57719c19b425c40001433b1f,bill_holiday.response,bill_holiday,response,he comes home feeling sad about his holiday only for something worse to happen. his home is flooded and a disaster zone when he gets home,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
108,1153,0.23564636100000003-->0.639865329,5f5cedfd28e7914fe36fefec,5877066b1ed9d10001050b9a,APPROVED,49:19.9,02:58.2,818.335,52,09:30.3,3833C7F5,United Kingdom,Female,4,"Sep 12, 2020 11:49:21 am","Sep 12, 2020 12:02:56 pm",Complete,0,0,0,English,0,1599925761_5f5cee01a43194.68592909,negative,absent,5877066b1ed9d10001050b9a,bill_holiday.response,bill_holiday,response,His luggage finally turns up.  ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
109,1258,0.9971952890000001-->0.47525213899999996,5f5d34532f9ff756b6fe3124,5e57b60b2019d515eeadf114,APPROVED,49:23.4,57:03.6,460.186,27,11:38.9,40D80FA4,Ireland,Female,63,"Sep 12, 2020 4:49:26 pm","Sep 12, 2020 4:57:00 pm",Complete,0,0,0,English,0,1599943766_5f5d34566da713.40304541,negative,present,5e57b60b2019d515eeadf114,bill_holiday.response,bill_holiday,response,He meets a nice man at the airport on the way home and they fall in love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
110,1238,0.38221410200000006-->0.44740613799999995,5f5b8f238f94512e048f0635,5f29cd7e87f62615d79a7df3,APPROVED,52:20.9,06:02.5,821.581,19,41:11.2,510FA8B2,United Kingdom,Male,34,"Sep 11, 2020 10:52:22 am","Sep 11, 2020 11:06:00 am",Complete,0,0,0,English,0,1599835942_5f5b8f268d0b42.31561502,positive,absent,5f29cd7e87f62615d79a7df3,bill_holiday.response,bill_holiday,response,he has no passport so he cant go home,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
111,1147,0.61691921-->0.211577392,5f5cd6cc1621624d60e2b148,5f3af4493a55e01ebf3311d1,APPROVED,12:19.3,29:58.9,1059.606,22,46:04.7,40D80FA4,United Kingdom,Female,61,"Sep 12, 2020 10:12:22 am","Sep 12, 2020 10:29:56 am",Complete,0,0,0,English,0,1599919942_5f5cd7463b3710.25216703,negative,present,5f3af4493a55e01ebf3311d1,bill_holiday.response,bill_holiday,response,he returns from his holidays to find he has won the lottery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
112,1099,0.995661157-->0.065227208,5f5bc2c38ae8ac360d421d82,5ac888369534ba0001c763e1,APPROVED,32:42.9,42:33.9,590.935,49,58:04.5,40D80FA4,United Kingdom,Female,6,"Sep 11, 2020 2:32:45 pm","Sep 11, 2020 2:42:27 pm",Complete,0,0,0,English,0,1599849165_5f5bc2cd6931e3.59135886,negative,present,5ac888369534ba0001c763e1,bill_holiday.response,bill_holiday,response,He meets someone and falls in love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
113,1177,0.744955703-->0.28615252,5f5cf00447755950260d0cd2,5cc5aacff6ef910019e51ecd,APPROVED,59:07.5,09:59.0,651.502,43,10:19.5,3833C7F5,United Kingdom,Female,38,"Sep 12, 2020 11:59:09 am","Sep 12, 2020 12:09:57 pm",Complete,0,0,0,English,0,1599926349_5f5cf04d932af6.04798755,negative,absent,5cc5aacff6ef910019e51ecd,bill_holiday.response,bill_holiday,response,bill is an idiot you shouldn't put your passport in your luggage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
114,1100,0.937353518-->0.8429889509999999,5f5bc2d1c1774d3675585d32,58eec4b09fbdde00011e95b0,APPROVED,39:08.8,52:15.1,786.352,30,58:06.5,40D80FA4,United Kingdom,Male,38,"Sep 11, 2020 2:39:10 pm","Sep 11, 2020 2:52:10 pm",Complete,0,0,0,English,0,1599849550_5f5bc44e936b21.12647266,negative,present,58eec4b09fbdde00011e95b0,bill_holiday.response,bill_holiday,response,He meets his ex girlfriend whilst on his holiday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
115,1262,0.508372412-->0.594136476,5f5b648a10ec482868f3e7d0,5bccc1c50f10750001d7d693,APPROVED,50:46.6,57:32.3,405.721,24,15:08.5,4DE9B385,United Kingdom,Female,5,"Sep 11, 2020 7:50:49 am","Sep 11, 2020 7:57:30 am",Complete,0,0,0,English,0,1599825049_5f5b649949cfe7.45042199,positive,present,5bccc1c50f10750001d7d693,bill_holiday.response,bill_holiday,response,He is delayed on his journey home as well. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
116,1260,0.957234677-->0.7967002320000001,5f5b63c6be186728fbb548fb,5bf2f4028e5b8b00018d9b88,APPROVED,47:20.3,53:20.2,359.957,30,15:04.9,4DE9B385,United Kingdom,Male,3,"Sep 11, 2020 7:47:21 am","Sep 11, 2020 7:53:18 am",Complete,0,0,0,English,0,1599824841_5f5b63c9ae06b4.19607742,positive,present,5bf2f4028e5b8b00018d9b88,bill_holiday.response,bill_holiday,response,"plane crashed, death and suffering",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
117,1240,0.450618365-->0.257111618,5f5b8f4726f9002ebd527926,5eb417f51a17bb221ecf7803,APPROVED,52:59.9,03:01.5,601.648,30,41:14.8,510FA8B2,United Kingdom,Male,37,"Sep 11, 2020 10:53:01 am","Sep 11, 2020 11:02:58 am",Complete,0,0,0,English,0,1599835981_5f5b8f4daed741.41006171,positive,absent,5eb417f51a17bb221ecf7803,bill_holiday.response,bill_holiday,response,A suitcase arrived - however it wasnt Bill's lost luggage.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
118,1128,0.578862649-->0.045036274,5f5bc5450b0a3e15adbe9795,5f2727237db2474089b79602,APPROVED,46:27.0,57:04.7,637.7,26,59:03.5,40D80FA4,Ireland,Male,48,"Sep 11, 2020 2:46:40 pm","Sep 11, 2020 2:57:03 pm",Complete,0,0,0,English,0,1599850000_5f5bc6104e6136.34086662,negative,present,5f2727237db2474089b79602,bill_holiday.response,bill_holiday,response,some of his clothes are missing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
119,1289,0.751619061-->0.853677191,5f5b66634775592894e7de0b,5f0ddc22e8572609f83725d4,APPROVED,58:30.5,07:32.3,541.746,32,16:23.6,4DE9B385,United Kingdom,Male,31,"Sep 11, 2020 7:58:32 am","Sep 11, 2020 8:07:29 am",Complete,0,0,0,English,0,1599825512_5f5b6668535ab1.98711552,positive,present,5f0ddc22e8572609f83725d4,bill_holiday.response,bill_holiday,response,coronavirus hits and his flight home is cancelled.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
120,1145,0.42023667299999995-->0.395038703,5f5bc7be7a4abb35ac0408a9,5ea05b0279591601393f3f6b,APPROVED,54:34.7,11:44.6,1029.938,44,59:37.4,40D80FA4,United Kingdom,Female,58,"Sep 11, 2020 2:54:36 pm","Sep 11, 2020 3:11:42 pm",Complete,0,0,0,English,0,1599850476_5f5bc7ec08fde4.84091118,negative,present,5ea05b0279591601393f3f6b,bill_holiday.response,bill_holiday,response,bill starts to feel unwell after eating something on holiday and has to be admitted to hospital,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
121,1139,0.200731818-->0.8203342220000001,5f5bc5ec46d1423622c5a7e3,5f398011c2525250d09b340a,APPROVED,47:19.3,05:44.8,1105.528,29,59:25.0,40D80FA4,United Kingdom,Male,54,"Sep 11, 2020 2:47:21 pm","Sep 11, 2020 3:05:40 pm",Complete,0,0,0,English,0,1599850041_5f5bc639a78949.03237091,negative,present,5f398011c2525250d09b340a,bill_holiday.response,bill_holiday,response,"Bill gets offered an extra weeks holiday in compensation for his luggage delay, and he enjoys his extra holiday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
122,1170,0.288054347-->0.24352782899999997,5f5cef9f52e427506c38aea2,599180ed9d487e0001ac3b5a,APPROVED,57:13.8,15:45.1,1111.262,48,10:05.0,3833C7F5,United Kingdom,Male,30,"Sep 12, 2020 11:57:16 am","Sep 12, 2020 12:15:41 pm",Complete,0,0,0,English,0,1599926236_5f5cefdcc2c299.29718436,negative,absent,599180ed9d487e0001ac3b5a,bill_holiday.response,bill_holiday,response,His luggage is found and returned to him.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
123,1216,0.063987397-->0.19745820100000003,5f5b8e19a009212e6239e96a,5dc0b5fc0016bb061eaec90c,APPROVED,48:30.1,18:51.8,1821.689,35,40:25.9,510FA8B2,United Kingdom,Female,14,"Sep 11, 2020 10:48:35 am","Sep 11, 2020 11:18:39 am",Complete,0,0,0,English,0,1599835715_5f5b8e43bd5423.35178617,positive,absent,5dc0b5fc0016bb061eaec90c,bill_holiday.response,bill_holiday,response,"Bill had to buy himself some clothes while he waited for the airline to contact him about his lost luggage and as he was out shopping in a local boutique, he explained what happened to the store assistant.  They struck up an instant connection and went out for a date. They fell in love, got married and lived happily ever after!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
124,1108,0.121872596-->0.30634675,5f5bc38846d1423622c5a7d7,57bdd76370808a00012d9829,APPROVED,35:55.4,46:06.8,611.355,36,58:22.7,40D80FA4,United Kingdom,Male,11,"Sep 11, 2020 2:35:57 pm","Sep 11, 2020 2:46:03 pm",Complete,0,0,0,English,0,1599849357_5f5bc38d66f487.05210665,negative,present,57bdd76370808a00012d9829,bill_holiday.response,bill_holiday,response,his  passport is not in his luggage ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
125,1208,0.872074549-->0.46471133200000003,5f5b8d91d39af52e8a670acd,5adf2a17c2b5db0001d8dc29,APPROVED,45:42.5,04:28.9,1126.389,44,40:10.6,510FA8B2,United Kingdom,Female,8,"Sep 11, 2020 10:45:44 am","Sep 11, 2020 11:04:26 am",Complete,0,0,0,English,0,1599835544_5f5b8d98ba73c9.26206518,positive,absent,5adf2a17c2b5db0001d8dc29,bill_holiday.response,bill_holiday,response,He discovers that because he lost his passport in his bag he is not allowed to get on the plane so he goes home and has a great time getting to know his neighbours,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
126,1166,0.933212391-->0.114826888,5f5cef73f0fc870a83507ed1,5de6b966dbc356646feb275b,APPROVED,01:22.1,13:37.0,734.921,29,09:57.0,3833C7F5,United Kingdom,Female,49,"Sep 12, 2020 12:01:26 pm","Sep 12, 2020 12:13:31 pm",Complete,0,0,0,English,0,1599926486_5f5cf0d6cac652.06117097,negative,absent,5de6b966dbc356646feb275b,bill_holiday.response,bill_holiday,response,he returns to a large sum of compensation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
127,1178,0.70828466-->0.27119731399999997,5f5cf01cce878751741a9ab0,5ce50e4054e33d0001189577,APPROVED,58:24.5,09:54.7,690.19,28,10:21.3,3833C7F5,United Kingdom,Female,31,"Sep 12, 2020 11:58:26 am","Sep 12, 2020 12:09:52 pm",Complete,0,0,0,English,0,1599926306_5f5cf02240c875.53987029,negative,absent,5ce50e4054e33d0001189577,bill_holiday.response,bill_holiday,response,Then he finds his luggage afterwards and has a brilliant time.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
