,Unnamed: 0,random,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,material,variable,user_id,material.variable,response,sw_neg_ans1,sw_neg_ans2,sw_neg_ans3,sw_neg_ans4,sw_neg_ans5,sw_neg_ans6,sw_neg_ans7,sw_neg_ans8,sw_neg_ans9,sw_neg_ans10,sw_other,sw_pos_ans1,sw_pos_ans2,sw_pos_ans3,sw_pos_ans4,sw_pos_ans5,neg,pos,neither,goal_object,non_goal_object,controllable,uncontrollable,neither_control
40,2554,0.544218549-->0.6096426070000001,5f5b8f4726f9002ebd527926,5eb417f51a17bb221ecf7803,APPROVED,52:59.9,03:01.5,601.648,30,41:14.8,510FA8B2,United Kingdom,Male,37,"Sep 11, 2020 10:53:01 am","Sep 11, 2020 11:02:58 am",Complete,0,0,0,English,0,1599835981_5f5b8f4daed741.41006171,positive,absent,sally_wine,response,5eb417f51a17bb221ecf7803,sally_wine.response,Her neighbour invites her over for dinner and drinks.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
41,2420,0.448313709-->0.875634282,5f5bc372c6768e3802055315,5f258c2c43c6770008f8abd2,APPROVED,39:30.4,47:53.4,503.046,35,58:18.7,40D80FA4,Ireland,Female,20,"Sep 11, 2020 2:39:32 pm","Sep 11, 2020 2:47:51 pm",Complete,0,0,0,English,0,1599849572_5f5bc464b6a866.65948808,negative,present,sally_wine,response,5f258c2c43c6770008f8abd2,sally_wine.response,The fight is resolved quickly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
42,2537,0.564628895-->0.238582868,5f5b8e9046c58b2e9ac2aabc,5c51d3e6a163ac0001721273,APPROVED,50:00.2,06:23.2,983.078,44,40:40.0,510FA8B2,United Kingdom,Male,27,"Sep 11, 2020 10:50:01 am","Sep 11, 2020 11:06:21 am",Complete,0,0,0,English,0,1599835801_5f5b8e999a8045.31894381,positive,absent,sally_wine,response,5c51d3e6a163ac0001721273,sally_wine.response,Sally's neighbour offers her bottle of wine as they have one she can later replace,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
43,2462,0.6150703829999999-->0.368910684,5f5cecca5a310850888708dc,5e7b6d4e6817bd16806d78ae,APPROVED,44:39.5,05:13.2,1233.723,36,09:20.5,3833C7F5,United Kingdom,Male,2,"Sep 12, 2020 11:44:42 am","Sep 12, 2020 12:05:11 pm",Complete,0,0,0,English,0,1599925481_5f5cece9e032c0.36546345,negative,absent,sally_wine,response,5e7b6d4e6817bd16806d78ae,sally_wine.response,"At home, there is a knock on the door. The neighbour feels bad about the argument. She invites Sally in to share a bottle of wine over dinner. They make amends and have an enjoyable evening.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
44,2423,0.16589399300000002-->0.807874183,5f5bc38e91f8b63584ef4d6c,5ef245fe2d8f67143808d5fc,APPROVED,36:03.3,44:40.0,516.646,23,58:24.8,40D80FA4,United Kingdom,Female,14,"Sep 11, 2020 2:36:04 pm","Sep 11, 2020 2:44:37 pm",Complete,0,0,0,English,0,1599849364_5f5bc3947cde53.65036387,negative,present,sally_wine,response,5ef245fe2d8f67143808d5fc,sally_wine.response,She was hit by the neighbour she argued with ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
45,2485,0.592034941-->0.63337839,5f5cefc673b82750a763b452,5f1055d8feea71011f2e5777,APPROVED,56:58.8,20:39.3,1420.533,52,10:07.1,3833C7F5,United Kingdom,Male,23,"Sep 12, 2020 11:57:01 am","Sep 12, 2020 12:20:35 pm",Complete,0,0,0,English,0,1599926221_5f5cefcdb9dc43.92597980,negative,absent,sally_wine,response,5f1055d8feea71011f2e5777,sally_wine.response,"When she gets home, Sally finds a bottle of wine under the sink, though for the life of her she can't think when she put it there.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
46,2512,0.663158445-->0.285696823,5f5cf11c4848f650e9fd2c7b,5f31a239e7ed2f09f2b4a4ef,APPROVED,02:41.9,17:46.5,904.644,27,11:03.4,3833C7F5,United Kingdom,Male,51,"Sep 12, 2020 12:02:44 pm","Sep 12, 2020 12:17:44 pm",Complete,0,0,0,English,0,1599926564_5f5cf124834a10.92864564,negative,absent,sally_wine,response,5f31a239e7ed2f09f2b4a4ef,sally_wine.response,"sally is so wound up and annoyed by the argument with her neighbour, she trips over and sprains her foot",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47,2622,0.510256253-->0.25744792699999997,5f5b678afff41228d0b38fbc,5f27278a54adfb0ac3556a03,APPROVED,03:22.1,16:40.2,798.148,40,16:57.3,4DE9B385,United Kingdom,Female,50,"Sep 11, 2020 8:03:25 am","Sep 11, 2020 8:16:32 am",Complete,0,0,0,English,0,1599825805_5f5b678dc97297.51081150,positive,present,sally_wine,response,5f27278a54adfb0ac3556a03,sally_wine.response,Sally accidentally dropped the bottle of wine just as she got home,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
48,2620,0.422655259-->0.108932181,5f5b6779291dc62838384bee,5e4adfc1aaef1b02a763644d,APPROVED,03:10.1,10:38.6,448.506,19,16:55.2,4DE9B385,United Kingdom,Female,47,"Sep 11, 2020 8:03:12 am","Sep 11, 2020 8:10:32 am",Complete,0,0,0,English,0,1599825792_5f5b678062c986.05745842,positive,present,sally_wine,response,5e4adfc1aaef1b02a763644d,sally_wine.response,Neighbour asks her out on a date. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
49,2518,0.07164276900000001-->0.92013076,5f5b8c47be18672e38687421,5f52c34dbc9a931b2df43460,APPROVED,40:13.9,04:35.5,1461.618,25,40:02.9,510FA8B2,United States,Female,6,"Sep 11, 2020 10:41:46 am","Sep 11, 2020 11:04:21 am",Complete,0,0,0,English,0,1599835306_5f5b8caa0ff628.24387887,positive,absent,sally_wine,response,5f52c34dbc9a931b2df43460,sally_wine.response,The corner-shop near her house was shut,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50,2468,0.945947751-->0.642457419,5f5cee3f6352f050221be08d,5df2f7674f849e20d6666704,APPROVED,50:29.6,58:41.1,491.517,67,09:32.4,3833C7F5,United Kingdom,Male,8,"Sep 12, 2020 11:50:31 am","Sep 12, 2020 11:58:38 am",Complete,0,0,0,English,0,1599925831_5f5cee47d96f13.15016303,negative,absent,sally_wine,response,5df2f7674f849e20d6666704,sally_wine.response,The neighbour insulted her,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
51,2458,0.8836629890000001-->0.264272498,5f5bc606d9799436b0249349,5bd7b4053dac81000124b592,APPROVED,50:01.2,16:45.5,1604.296,37,59:35.6,40D80FA4,Ireland,Female,56,"Sep 11, 2020 2:50:04 pm","Sep 11, 2020 3:16:41 pm",Complete,0,0,0,English,0,1599850204_5f5bc6dccc0a91.73138587,negative,present,sally_wine,response,5bd7b4053dac81000124b592,sally_wine.response,"Due to having an argument with her neigbour, she is late for the shop and it closes. ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
52,2607,0.41353068600000004-->0.904365069,5f5b669a1c93d2292d694c00,5d66c1382d1a18000170759b,APPROVED,01:27.9,09:30.1,482.158,25,16:32.0,4DE9B385,United Kingdom,Female,44,"Sep 11, 2020 8:01:29 am","Sep 11, 2020 8:09:27 am",Complete,0,0,0,English,0,1599825689_5f5b6719c4d1e6.88616502,positive,present,sally_wine,response,5d66c1382d1a18000170759b,sally_wine.response,Bump into another neighbour? ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
53,2489,0.45225546200000005-->0.911171579,5f5cefe10fb28e50dcfbb6ca,5eb34cf21cabb113d4fc0f2d,APPROVED,57:24.9,04:00.1,395.268,19,10:15.5,3833C7F5,United Kingdom,Male,25,"Sep 12, 2020 11:57:27 am","Sep 12, 2020 12:03:58 pm",Complete,0,0,0,English,0,1599926247_5f5cefe71fac10.95642998,negative,absent,sally_wine,response,5eb34cf21cabb113d4fc0f2d,sally_wine.response,Bottle of wine falls fresh from the sky into Sally's hands.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
54,2546,0.255948253-->0.852037591,5f5b8f00cb0a652e6b724699,5eff17d115ba87434ab3829b,APPROVED,51:46.9,58:59.5,432.598,27,40:59.1,510FA8B2,United Kingdom,Female,32,"Sep 11, 2020 10:51:50 am","Sep 11, 2020 10:58:56 am",Complete,0,0,0,English,0,1599835910_5f5b8f067c3663.11912818,positive,absent,sally_wine,response,5eff17d115ba87434ab3829b,sally_wine.response,The neighbour's dog jumps over the fence and runs away down the street.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
55,2486,0.34498534799999997-->0.719228195,5f5cefc826f9005062dfef45,5b0fe699e9270900013c0882,APPROVED,57:01.3,11:28.4,867.163,37,10:08.6,3833C7F5,United Kingdom,Female,29,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:11:26 pm",Complete,0,0,0,English,0,1599926223_5f5cefcfed1770.29529231,negative,absent,sally_wine,response,5b0fe699e9270900013c0882,sally_wine.response,a fight ensues with her neighbour and the police are called,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
56,2448,0.21994744300000002-->0.7374151,5f5bc5c573b827360445d9fc,5decc61a488cde39be161a91,APPROVED,45:33.6,55:37.2,603.607,60,59:15.1,40D80FA4,United Kingdom,Male,42,"Sep 11, 2020 2:45:35 pm","Sep 11, 2020 2:55:35 pm",Complete,0,0,0,English,0,1599849935_5f5bc5cf589d97.53927342,negative,present,sally_wine,response,5decc61a488cde39be161a91,sally_wine.response,The neighbour's dog pees on her leg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
57,2608,0.048045656-->0.735939992,5f5b669ad97994295e74b4d3,5d3a12fa3bc59d0001b05812,APPROVED,02:30.0,43:42.5,2472.428,61,16:33.9,4DE9B385,United Kingdom,Female,48,"Sep 11, 2020 8:02:33 am","Sep 11, 2020 8:43:38 am",Complete,0,0,0,English,0,1599825753_5f5b67591feef0.25113759,positive,present,sally_wine,response,5d3a12fa3bc59d0001b05812,sally_wine.response,Sally has forgotten her keys and is locked out of her home.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
58,2624,0.41518862700000003-->0.8453980040000001,5f5b74da9496f42a3868b33f,5def73f02ae04260076d88f8,APPROVED,00:10.8,13:14.6,783.785,29,16:59.2,4DE9B385,United Kingdom,Male,56,"Sep 11, 2020 9:00:15 am","Sep 11, 2020 9:13:13 am",Complete,0,0,0,English,0,1599829215_5f5b74df965318.19216548,positive,present,sally_wine,response,5def73f02ae04260076d88f8,sally_wine.response,She isnt paying attention crossing the street and is hit by a bus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
59,2425,0.89313197-->0.602863218,5f5bc3cb66811136732c0a16,5eea2fdaa3634e0c0787e9fc,APPROVED,37:09.8,51:42.5,872.693,19,58:28.7,40D80FA4,United Kingdom,Female,15,"Sep 11, 2020 2:37:12 pm","Sep 11, 2020 2:51:38 pm",Complete,0,0,0,English,0,1599849432_5f5bc3d842dc60.62876022,negative,present,sally_wine,response,5eea2fdaa3634e0c0787e9fc,sally_wine.response,The neighbour ends up calling the police ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
60,2417,0.424032831-->0.015927365,5f5bc33de742b5368eb1fec9,5f219d5c62e3b6591773267f,APPROVED,34:40.4,01:40.4,1619.974,29,58:12.9,40D80FA4,United Kingdom,Female,9,"Sep 11, 2020 2:34:41 pm","Sep 11, 2020 3:01:37 pm",Complete,0,0,0,English,0,1599849281_5f5bc341b55a39.80856004,negative,present,sally_wine,response,5f219d5c62e3b6591773267f,sally_wine.response,Sally wouldn't dare waste the bottle of wine she's just bought - it's far too valuable. But the pack of eggs she also bought however.... well she doesn't mind using a few of those to egg the neighbours front door. ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
61,2477,0.47626917-->0.775757852,5f5cef535b5eb4513c1fc793,5e8e3b906f414f0c392eb5b7,APPROVED,55:03.2,16:51.4,1308.143,18,09:50.5,3833C7F5,United Kingdom,Female,19,"Sep 12, 2020 11:55:04 am","Sep 12, 2020 12:16:49 pm",Complete,0,0,0,English,0,1599926104_5f5cef58d7f124.37579052,negative,absent,sally_wine,response,5e8e3b906f414f0c392eb5b7,sally_wine.response,the neighbour offers sally a bottle of wine despite their argument,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
62,2525,0.20090818-->0.317733967,5f5b8de0a340222dc59007d4,5ef21a978041c001e2b10a9b,APPROVED,46:58.9,56:25.5,566.61,25,40:16.3,510FA8B2,United Kingdom,Female,13,"Sep 11, 2020 10:47:00 am","Sep 11, 2020 10:56:23 am",Complete,0,0,0,English,0,1599835620_5f5b8de432b7c9.10347755,positive,absent,sally_wine,response,5ef21a978041c001e2b10a9b,sally_wine.response,A stray cat runs up to Sally for a head scratch.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
63,2516,0.733025035-->0.836260943,5f5d2b5e40d99b56d75ddb03,5eeaff28cf5da71d691ef212,APPROVED,11:10.4,40:52.7,1782.304,21,45:09.2,3833C7F5,United States,Male,60,"Sep 12, 2020 4:11:13 pm","Sep 12, 2020 4:40:50 pm",Complete,0,0,0,English,0,1599941473_5f5d2b613f05f7.02520687,negative,absent,sally_wine,response,5eeaff28cf5da71d691ef212,sally_wine.response,"As Sally and her nieghbour are arguing, they aren't looking where they are going and walk out in the middle of the street. A car comes racing by and almost hits Sally. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
64,2600,0.921093567-->0.19769527899999997,5f5b662c3e753428c032a68c,56cefc4cb009e1000aa73684,APPROVED,57:37.6,04:26.2,408.616,29,16:16.7,4DE9B385,United Kingdom,Female,28,"Sep 11, 2020 7:57:39 am","Sep 11, 2020 8:04:24 am",Complete,0,0,0,English,0,1599825459_5f5b663353bfb2.23706993,positive,present,sally_wine,response,56cefc4cb009e1000aa73684,sally_wine.response,Sally drops the bottle of wine and it shatters. ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
65,2415,0.908896116-->0.73810334,5f5bc2e228e7913657a6f586,57719c19b425c40001433b1f,APPROVED,33:12.6,54:12.6,1259.944,24,58:08.7,40D80FA4,United Kingdom,Female,7,"Sep 11, 2020 2:33:16 pm","Sep 11, 2020 2:54:08 pm",Complete,0,0,0,English,0,1599849196_5f5bc2eca81b85.66670942,negative,present,sally_wine,response,57719c19b425c40001433b1f,sally_wine.response,the neighbour goes to punch her but misses,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
66,2487,0.95741726-->0.44344685899999997,5f5cefc8d9952550fe8af1aa,5ce1aee8a80ce000014ae0f5,APPROVED,57:02.0,05:54.1,532.094,49,10:10.9,3833C7F5,United Kingdom,Female,26,"Sep 12, 2020 11:57:04 am","Sep 12, 2020 12:05:51 pm",Complete,0,0,0,English,0,1599926224_5f5cefd08aa160.68892400,negative,absent,sally_wine,response,5ce1aee8a80ce000014ae0f5,sally_wine.response,she has a call from an old friend that evening,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
67,2413,0.98575796-->0.17838172800000002,5f5bc2c38ae8ac360d421d82,5ac888369534ba0001c763e1,APPROVED,32:42.9,42:33.9,590.935,49,58:04.5,40D80FA4,United Kingdom,Female,6,"Sep 11, 2020 2:32:45 pm","Sep 11, 2020 2:42:27 pm",Complete,0,0,0,English,0,1599849165_5f5bc2cd6931e3.59135886,negative,present,sally_wine,response,5ac888369534ba0001c763e1,sally_wine.response,She gets in a huff and goes home without the wine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
68,2611,0.838307583-->0.9103802670000001,5f5b66bab4ff950753d609ee,5e497cd2bc594a3f7d0706f9,APPROVED,59:54.0,05:28.2,334.184,30,16:39.9,4DE9B385,United Kingdom,Female,34,"Sep 11, 2020 7:59:57 am","Sep 11, 2020 8:05:24 am",Complete,0,0,0,English,0,1599825597_5f5b66bd05c409.45507810,positive,present,sally_wine,response,5e497cd2bc594a3f7d0706f9,sally_wine.response,"You can't eat wine, so she got drunk. ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
69,2602,0.822484542-->0.8657439170000001,5f5b6647062e0f28c2f3d8cc,5eaeaff5553e990009a3d8c0,APPROVED,01:08.0,08:38.7,450.696,65,16:21.5,4DE9B385,United Kingdom,Female,42,"Sep 11, 2020 8:01:10 am","Sep 11, 2020 8:08:37 am",Complete,0,0,0,English,0,1599825670_5f5b67062270f9.44284068,positive,present,sally_wine,response,5eaeaff5553e990009a3d8c0,sally_wine.response,She feel over and had to be taken to hospital.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
70,2414,0.157460895-->0.711336863,5f5bc2d1c1774d3675585d32,58eec4b09fbdde00011e95b0,APPROVED,39:08.8,52:15.1,786.352,30,58:06.5,40D80FA4,United Kingdom,Male,38,"Sep 11, 2020 2:39:10 pm","Sep 11, 2020 2:52:10 pm",Complete,0,0,0,English,0,1599849550_5f5bc44e936b21.12647266,negative,present,sally_wine,response,58eec4b09fbdde00011e95b0,sally_wine.response,The neighbor kills her.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
71,2461,0.494769147-->0.553168468,5f5cd6cc1621624d60e2b148,5f3af4493a55e01ebf3311d1,APPROVED,12:19.3,29:58.9,1059.606,22,46:04.7,40D80FA4,United Kingdom,Female,61,"Sep 12, 2020 10:12:22 am","Sep 12, 2020 10:29:56 am",Complete,0,0,0,English,0,1599919942_5f5cd7463b3710.25216703,negative,present,sally_wine,response,5f3af4493a55e01ebf3311d1,sally_wine.response,her neighbour assaults sarah in the street,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
72,2623,0.226633489-->0.320303099,5f5b68a733291029a8dc7569,5e1335206aab7c96df461666,APPROVED,11:41.8,28:20.5,998.692,22,16:58.5,4DE9B385,Ireland,Male,53,"Sep 11, 2020 8:11:46 am","Sep 11, 2020 8:28:06 am",Complete,0,0,0,English,0,1599826306_5f5b6982117126.57224315,positive,present,sally_wine,response,5e1335206aab7c96df461666,sally_wine.response,they bump into a friend they both know,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
73,2502,0.385029888-->0.44617647299999996,5f5cf08fd39af550d0f22342,5c3cb9759883d4000141f800,APPROVED,00:20.4,30:51.7,1831.238,49,10:42.4,3833C7F5,United Kingdom,Male,44,"Sep 12, 2020 12:00:23 pm","Sep 12, 2020 12:30:47 pm",Complete,0,0,0,English,0,1599926423_5f5cf097272801.33303798,negative,absent,sally_wine,response,5c3cb9759883d4000141f800,sally_wine.response,Sally goes home and went straight to bed.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
74,2551,0.19391210399999997-->0.873790994,5f5b8f1d58c9fb2e9bc13658,5f00927aa282921b44625ab8,APPROVED,52:16.6,09:18.8,1022.262,20,41:09.1,510FA8B2,United Kingdom,Female,48,"Sep 11, 2020 10:52:18 am","Sep 11, 2020 11:09:15 am",Complete,0,0,0,English,0,1599835938_5f5b8f223721a0.22468767,positive,absent,sally_wine,response,5f00927aa282921b44625ab8,sally_wine.response,"the neighbour gives her a pamphlet for an A A meeting that is happening in the local area, sally has been sober for 6 months. ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
75,2534,0.8961746290000001-->0.17946593,5f5b8e292be30c2ec8597664,5ed814fc9e50c230c1efb63c,APPROVED,49:39.0,03:44.7,845.653,47,40:33.9,510FA8B2,United Kingdom,Male,21,"Sep 11, 2020 10:49:41 am","Sep 11, 2020 11:03:42 am",Complete,0,0,0,English,0,1599835781_5f5b8e85b40de4.01795178,positive,absent,sally_wine,response,5ed814fc9e50c230c1efb63c,sally_wine.response,She received a bottle of home made wine from her neighbour.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
76,2421,0.9820182829999999-->0.155905444,5f5bc3863c138636b64f0259,56163e6e7ffc8a0005812df2,APPROVED,35:55.9,44:33.9,518.062,42,58:20.7,40D80FA4,United Kingdom,Female,13,"Sep 11, 2020 2:35:59 pm","Sep 11, 2020 2:44:30 pm",Complete,0,0,0,English,0,1599849359_5f5bc38f1f8e01.10916955,negative,present,sally_wine,response,56163e6e7ffc8a0005812df2,sally_wine.response,they get arrested and get no dinner or wine after all,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
77,2455,0.5504962210000001-->0.31528289,5f5bc5f92be30c35fe4f07e1,5d88dec3439d210016835821,APPROVED,46:24.0,54:38.5,494.505,19,59:29.6,40D80FA4,United Kingdom,Male,52,"Sep 11, 2020 2:46:25 pm","Sep 11, 2020 2:54:35 pm",Complete,0,0,0,English,0,1599849985_5f5bc6019efdc8.22763330,negative,present,sally_wine,response,5d88dec3439d210016835821,sally_wine.response,The neighbour apologises with an extra bottle of wine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
78,2562,0.313859037-->0.875249712,5f5b8fc36962d20c5f66eb2c,55a14418fdf99b6ec83c244f,APPROVED,55:03.7,03:28.6,504.851,39,41:28.6,510FA8B2,United Kingdom,Female,46,"Sep 11, 2020 10:55:06 am","Sep 11, 2020 11:03:25 am",Complete,0,0,0,English,0,1599836106_5f5b8fca2fe2f4.41238896,positive,absent,sally_wine,response,55a14418fdf99b6ec83c244f,sally_wine.response,The neigbour gives her a bottle of wine.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
79,2409,0.7926422190000001-->0.423275326,5f5bc1037a4abb34a939eb9a,5b9588a921e7200001f59638,APPROVED,25:07.2,40:51.9,944.701,34,57:54.7,40D80FA4,United Kingdom,Female,1,"Sep 11, 2020 2:26:58 pm","Sep 11, 2020 2:40:50 pm",Complete,0,0,0,English,0,1599848818_5f5bc172d0c120.98838864,negative,present,sally_wine,response,5b9588a921e7200001f59638,sally_wine.response,Sally doesn't buy her wine and goes back home.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
80,2538,0.150391348-->0.47110803799999995,5f5b8e950adc392e8f66d9c0,5ed66ce4f02f1209fc2bc33a,APPROVED,50:20.0,03:48.3,808.278,19,40:42.0,510FA8B2,United Kingdom,Female,31,"Sep 11, 2020 10:50:22 am","Sep 11, 2020 11:03:43 am",Complete,0,0,0,English,0,1599835821_5f5b8eadebb527.69080081,positive,absent,sally_wine,response,5ed66ce4f02f1209fc2bc33a,sally_wine.response,When she gets home she realises someone has broken into her house.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
81,2493,0.8109255959999999-->0.288066273,5f5cf025fcfd084fb53cd4bd,5b0d9494e9270900013bd5a5,APPROVED,58:32.6,14:03.4,930.82,31,10:23.6,3833C7F5,United Kingdom,Female,36,"Sep 12, 2020 11:58:34 am","Sep 12, 2020 12:14:01 pm",Complete,0,0,0,English,0,1599926314_5f5cf02a787718.17846832,negative,absent,sally_wine,response,5b0d9494e9270900013bd5a5,sally_wine.response,Sally's neighbour is actually really nice and just gives Sally a bottle of wine.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
82,2594,0.083826528-->0.31575526600000003,5f5b65c80b0a3e07df98a55c,5cd5fe480f0de600018e7251,APPROVED,55:54.1,04:13.2,499.136,27,16:03.6,4DE9B385,United Kingdom,Female,21,"Sep 11, 2020 7:55:56 am","Sep 11, 2020 8:04:11 am",Complete,0,0,0,English,0,1599825356_5f5b65cc01b3b0.88522059,positive,present,sally_wine,response,5cd5fe480f0de600018e7251,sally_wine.response,She goes to her neighbour's house for dinner instead.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
83,2481,0.20291326199999998-->0.629067444,5f5cef805c73a34ff0a8773f,5e8fa4b58028052a7880c8ac,APPROVED,55:45.0,20:16.7,1471.797,40,09:59.0,3833C7F5,United Kingdom,Male,24,"Sep 12, 2020 11:55:47 am","Sep 12, 2020 12:20:14 pm",Complete,0,0,0,English,0,1599926147_5f5cef83b7a666.87919430,negative,absent,sally_wine,response,5e8fa4b58028052a7880c8ac,sally_wine.response,The neighbour gave her a bottle of wine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
84,2604,0.687772947-->0.35123881100000004,5f5b66708901d82898043803,59836c8b06cd1f0001f8e111,APPROVED,58:40.3,18:25.8,1185.42,39,16:25.0,4DE9B385,United Kingdom,Female,33,"Sep 11, 2020 7:58:43 am","Sep 11, 2020 8:18:21 am",Complete,0,0,0,English,0,1599825523_5f5b66733b8d04.15345075,positive,present,sally_wine,response,59836c8b06cd1f0001f8e111,sally_wine.response,She drops the wine.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
85,2601,0.43137783-->0.015960158000000002,5f5b6641dae8082944b5ad71,5cbe0f575c7161000191fe80,APPROVED,57:58.0,19:14.8,1276.815,25,16:19.2,4DE9B385,United Kingdom,Female,29,"Sep 11, 2020 7:57:59 am","Sep 11, 2020 8:19:11 am",Complete,0,0,0,English,0,1599825479_5f5b6647a18d35.84513576,positive,present,sally_wine,response,5cbe0f575c7161000191fe80,sally_wine.response,Walking home is when she finds out that the neighbor hood is under threat from a billionaire that wants to transform it into high end apartments/ HS2 .,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
86,2459,0.243373521-->0.43198064,5f5bc7be7a4abb35ac0408a9,5ea05b0279591601393f3f6b,APPROVED,54:34.7,11:44.6,1029.938,44,59:37.4,40D80FA4,United Kingdom,Female,58,"Sep 11, 2020 2:54:36 pm","Sep 11, 2020 3:11:42 pm",Complete,0,0,0,English,0,1599850476_5f5bc7ec08fde4.84091118,negative,present,sally_wine,response,5ea05b0279591601393f3f6b,sally_wine.response,the argument leads to the wine bottle being dropped and smashed on the floor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
87,2565,0.923503289-->0.08614051699999999,5f5b8fea52a9212f2bacaf56,5dfba3e169a1178d07a55d65,APPROVED,56:09.4,06:44.6,635.263,20,41:34.6,510FA8B2,United Kingdom,Female,51,"Sep 11, 2020 10:56:11 am","Sep 11, 2020 11:06:43 am",Complete,0,0,0,English,0,1599836171_5f5b900b10f460.12991873,positive,absent,sally_wine,response,5dfba3e169a1178d07a55d65,sally_wine.response,her neighbour lends her a bottle of wine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
